filepath,image_id,area,perimeter,equivalent_diameter,extent,mean_intensity,solidity,convex_area,axis_major_length,axis_minor_length,eccentricity,class_label
liberica_bean_datasets/Katy\Katy_Back_0022.png,Katy_Back_0022.png,4774.0,266.3086578651014,77.96438665548307,0.8173258003766478,255.0,0.9869753979739508,4837.0,100.55779262334177,60.51202939148682,0.7986741819415116,Katy
liberica_bean_datasets/Katy\Katy_Back_0023.png,Katy_Back_0023.png,5306.0,290.69343417595167,82.19372861943162,0.7587587587587588,255.0,0.9840504451038575,5392.0,110.87495761034543,61.21266236626492,0.8337862733497577,Katy
liberica_bean_datasets/Katy\Katy_Back_0024.png,Katy_Back_0024.png,4737.0,261.37972567696687,77.66167473992861,0.795866935483871,255.0,0.9844139650872819,4812.0,93.27010451608318,64.81857320147677,0.7190527358192041,Katy
liberica_bean_datasets/Katy\Katy_Back_0025.png,Katy_Back_0025.png,4737.0,261.37972567696687,77.66167473992861,0.795866935483871,255.0,0.9844139650872819,4812.0,93.27010451608318,64.81857320147677,0.7190527358192041,Katy
liberica_bean_datasets/Katy\Katy_Back_0026.png,Katy_Back_0026.png,5178.0,277.1787155501902,81.19627062026107,0.7504347826086957,255.0,0.9849724177287427,5257.0,99.16268941143318,66.68315349148719,0.7401315299567071,Katy
liberica_bean_datasets/Katy\Katy_Back_0027.png,Katy_Back_0027.png,5178.0,277.1787155501902,81.19627062026107,0.7504347826086957,255.0,0.9849724177287427,5257.0,99.16268941143318,66.68315349148719,0.7401315299567071,Katy
liberica_bean_datasets/Katy\Katy_Back_0028.png,Katy_Back_0028.png,4528.0,271.9655121145938,75.92910284311817,0.7694137638062871,255.0,0.9809358752166378,4616.0,106.35197088295806,54.66430214670336,0.8577936260037705,Katy
liberica_bean_datasets/Katy\Katy_Back_0029.png,Katy_Back_0029.png,5566.0,286.79393923934,84.18343843058393,0.802479815455594,255.0,0.9840876944837341,5656.0,103.23961155190248,69.05238612827357,0.743392404242002,Katy
liberica_bean_datasets/Katy\Katy_Back_0030.png,Katy_Back_0030.png,5566.0,286.79393923934,84.18343843058393,0.802479815455594,255.0,0.9840876944837341,5656.0,103.23961155190248,69.05238612827357,0.743392404242002,Katy
liberica_bean_datasets/Katy\Katy_Back_0031.png,Katy_Back_0031.png,4142.0,258.99494936611666,72.62064578543105,0.7894034686487517,255.0,0.9826809015421115,4215.0,101.98633848953395,51.965366181131806,0.8604513408042502,Katy
liberica_bean_datasets/Katy\Katy_Back_0032.png,Katy_Back_0032.png,4142.0,258.99494936611666,72.62064578543105,0.7894034686487517,255.0,0.9826809015421115,4215.0,101.98633848953395,51.965366181131806,0.8604513408042502,Katy
liberica_bean_datasets/Katy\Katy_Back_0033.png,Katy_Back_0033.png,5284.0,278.69343417595167,82.02315377002155,0.7770588235294118,255.0,0.9836187639612807,5372.0,100.3793384336417,67.11783002792514,0.7435845816864912,Katy
liberica_bean_datasets/Katy\Katy_Back_0034.png,Katy_Back_0034.png,7116.0,332.0071426749364,95.18598951702619,0.7990119020884797,255.0,0.9804353816478368,7258.0,123.69077407791966,73.65577206282704,0.8033677957720958,Katy
liberica_bean_datasets/Katy\Katy_Back_0035.png,Katy_Back_0035.png,4718.0,263.4213562373095,77.50576863731175,0.7163680534467052,255.0,0.9812811980033278,4808.0,93.82103905852792,64.2467289322859,0.7287502778957548,Katy
liberica_bean_datasets/Katy\Katy_Back_0036.png,Katy_Back_0036.png,5237.0,297.1787155501902,81.65755014558083,0.7334733893557422,255.0,0.9808952987450833,5339.0,116.05930434459403,57.84568867223353,0.866938619161249,Katy
liberica_bean_datasets/Katy\Katy_Back_0037.png,Katy_Back_0037.png,5348.0,289.7645019878171,82.51839240583672,0.7608479157774932,254.9523186237846,0.9651687421043132,5541.0,97.07635230001377,70.5602200525631,0.6867932611994161,Katy
liberica_bean_datasets/Katy\Katy_Back_0038.png,Katy_Back_0038.png,3996.0,250.40916292848974,71.32927323870412,0.7812316715542522,255.0,0.9806134969325153,4075.0,97.20857129270817,52.46449422394994,0.8418506350399757,Katy
liberica_bean_datasets/Katy\Katy_Back_0039.png,Katy_Back_0039.png,4835.0,268.45079348883235,78.46090235776359,0.8036901595744681,255.0,0.9817258883248731,4925.0,96.19937850281367,64.0969383894922,0.7456903584409469,Katy
liberica_bean_datasets/Katy\Katy_Back_0040.png,Katy_Back_0040.png,4234.0,253.23759005323592,73.42272286158202,0.8043313069908815,255.0,0.9830508474576272,4307.0,95.9727368452441,56.27408012173922,0.8100543098679721,Katy
liberica_bean_datasets/Katy\Katy_Back_0041.png,Katy_Back_0041.png,4095.0,248.65180361560903,72.20745069375107,0.7844827586206896,255.0,0.9824856046065259,4168.0,93.02027427401332,56.17613212264924,0.7970504113196324,Katy
liberica_bean_datasets/Katy\Katy_Back_0042.png,Katy_Back_0042.png,6495.0,310.35028842544403,90.93784054536859,0.7983038348082596,255.0,0.9864823815309842,6584.0,114.13293044639504,72.76482711068799,0.7704134956379062,Katy
liberica_bean_datasets/Katy\Katy_Back_0043.png,Katy_Back_0043.png,4697.0,262.79393923934,77.33308568537181,0.7735507246376812,255.0,0.9809941520467836,4788.0,92.37767140458266,64.93530679335379,0.7112561441008043,Katy
liberica_bean_datasets/Katy\Katy_Back_0044.png,Katy_Back_0044.png,4697.0,262.79393923934,77.33308568537181,0.7735507246376812,255.0,0.9809941520467836,4788.0,92.37767140458266,64.93530679335379,0.7112561441008043,Katy
liberica_bean_datasets/Katy\Katy_Back_0045.png,Katy_Back_0045.png,6436.0,315.1787155501902,90.52386265463659,0.8065162907268171,255.0,0.9837970039743198,6542.0,116.17044482214595,70.6690575986277,0.7936901990686286,Katy
liberica_bean_datasets/Katy\Katy_Back_0046.png,Katy_Back_0046.png,5497.0,282.5512985522207,83.66001301344143,0.8248799519807923,255.0,0.9856553702707549,5577.0,100.61445187693413,69.72927111308879,0.7209045649075168,Katy
liberica_bean_datasets/Katy\Katy_Back_0047.png,Katy_Back_0047.png,5497.0,282.5512985522207,83.66001301344143,0.8248799519807923,255.0,0.9856553702707549,5577.0,100.61445187693413,69.72927111308879,0.7209045649075168,Katy
liberica_bean_datasets/Katy\Katy_Back_0048.png,Katy_Back_0048.png,5021.0,298.0071426749364,79.95583627300293,0.709180790960452,255.0,0.9605892481346853,5227.0,113.05541011357435,57.07249882106222,0.8632253229279503,Katy
liberica_bean_datasets/Katy\Katy_Back_0049.png,Katy_Back_0049.png,5462.0,289.82337649086287,83.39325148561758,0.8390168970814132,255.0,0.9816678648454349,5564.0,109.34804021273047,63.970550339716084,0.8110204493029006,Katy
liberica_bean_datasets/Katy\Katy_Back_0050.png,Katy_Back_0050.png,5462.0,289.82337649086287,83.39325148561758,0.8390168970814132,255.0,0.9816678648454349,5564.0,109.34804021273047,63.970550339716084,0.8110204493029006,Katy
liberica_bean_datasets/Katy\Katy_Back_0051.png,Katy_Back_0051.png,5576.0,284.9360748630709,84.25902741809489,0.7744444444444445,253.2621951219512,0.9829014630706857,5673.0,99.65393564254055,71.6105475095909,0.6954316314962119,Katy
liberica_bean_datasets/Katy\Katy_Back_0052.png,Katy_Back_0052.png,5138.0,275.27922061357856,80.88204238796932,0.7789569436021831,255.0,0.9790396341463414,5248.0,96.86014695763131,67.70580688175721,0.715115974766581,Katy
liberica_bean_datasets/Katy\Katy_Back_0053.png,Katy_Back_0053.png,7446.0,331.0782104868019,97.36807305322428,0.8135037692559817,255.0,0.9838794926004228,7568.0,115.2733877106129,82.46995671191678,0.6986851551854044,Katy
liberica_bean_datasets/Katy\Katy_Back_0054.png,Katy_Back_0054.png,4695.0,259.96551211459376,77.31661957517018,0.796302578018996,255.0,0.9838642078792958,4772.0,89.09281756663208,67.23345995117965,0.6561331753158575,Katy
liberica_bean_datasets/Katy\Katy_Back_0055.png,Katy_Back_0055.png,5288.0,279.86500705120545,82.05419375363785,0.7814393379636471,255.0,0.9858314690529456,5364.0,101.98556339190263,66.08205764987039,0.7616786025280614,Katy
liberica_bean_datasets/Katy\Katy_Back_0056.png,Katy_Back_0056.png,4731.0,257.86500705120545,77.61247506774961,0.7791501976284585,255.0,0.9858303813294437,4799.0,87.91868123318159,68.61337505705376,0.625257380741015,Katy
liberica_bean_datasets/Katy\Katy_Back_0057.png,Katy_Back_0057.png,4489.0,251.4802307403552,75.60140419539934,0.8155886627906976,255.0,0.9855104281009879,4555.0,87.75616764580103,65.31437608924698,0.6678776731524804,Katy
liberica_bean_datasets/Katy\Katy_Back_0058.png,Katy_Back_0058.png,4686.0,266.45079348883235,77.24247864115297,0.7634408602150538,255.0,0.9823899371069182,4770.0,98.16047037290357,60.87881321087773,0.7844462274688041,Katy
liberica_bean_datasets/Katy\Katy_Back_0059.png,Katy_Back_0059.png,4455.0,260.2081528017131,75.31455484695604,0.791859225026662,255.0,0.9845303867403314,4525.0,97.39321567050186,58.28010051851166,0.801197501736784,Katy
liberica_bean_datasets/Katy\Katy_Back_0060.png,Katy_Back_0060.png,5164.0,273.86500705120545,81.0864292530654,0.7932411674347158,255.0,0.9819357292260886,5259.0,94.07070394224176,70.06271891174775,0.6673013064267543,Katy
liberica_bean_datasets/Katy\Katy_Back_0061.png,Katy_Back_0061.png,5164.0,273.86500705120545,81.0864292530654,0.7932411674347158,255.0,0.9819357292260886,5259.0,94.07070394224176,70.06271891174775,0.6673013064267543,Katy
liberica_bean_datasets/Katy\Katy_Back_0062.png,Katy_Back_0062.png,4911.0,274.2081528017131,79.07515035834193,0.7816329778768104,255.0,0.9845629510825983,4988.0,103.09192024447721,60.81593042526913,0.8074620888574351,Katy
liberica_bean_datasets/Katy\Katy_Back_0063.png,Katy_Back_0063.png,4911.0,274.2081528017131,79.07515035834193,0.7816329778768104,255.0,0.9845629510825983,4988.0,103.09192024447721,60.81593042526913,0.8074620888574351,Katy
liberica_bean_datasets/Katy\Katy_Back_0064.png,Katy_Back_0064.png,4125.0,244.89444430272832,72.47146419131151,0.7794784580498866,255.0,0.9807417974322397,4206.0,85.30548062954489,61.691145858149305,0.6906604824230517,Katy
liberica_bean_datasets/Katy\Katy_Back_0065.png,Katy_Back_0065.png,4184.0,253.27922061357856,72.98790485533833,0.7748148148148148,255.0,0.9810082063305979,4265.0,90.85112141998009,58.753208660700835,0.7627464335456873,Katy
liberica_bean_datasets/Katy\Katy_Back_0066.png,Katy_Back_0066.png,4184.0,253.27922061357856,72.98790485533833,0.7748148148148148,255.0,0.9810082063305979,4265.0,90.85112141998009,58.753208660700835,0.7627464335456873,Katy
liberica_bean_datasets/Katy\Katy_Back_0067.png,Katy_Back_0067.png,3969.0,239.37972567696687,71.08788752701729,0.7654773384763741,255.0,0.9838869608329202,4034.0,83.56810986244845,60.50954516699167,0.6897216708515912,Katy
liberica_bean_datasets/Katy\Katy_Back_0068.png,Katy_Back_0068.png,3969.0,239.37972567696687,71.08788752701729,0.7654773384763741,255.0,0.9838869608329202,4034.0,83.56810986244845,60.50954516699167,0.6897216708515912,Katy
liberica_bean_datasets/Katy\Katy_Back_0069.png,Katy_Back_0069.png,4065.0,239.23759005323592,71.94246832955092,0.8094384707287933,255.0,0.9840232389251997,4131.0,82.53392804470096,62.779466227688374,0.64916173128823,Katy
liberica_bean_datasets/Katy\Katy_Back_0070.png,Katy_Back_0070.png,4065.0,239.23759005323592,71.94246832955092,0.8094384707287933,255.0,0.9840232389251997,4131.0,82.53392804470096,62.779466227688374,0.64916173128823,Katy
liberica_bean_datasets/Katy\Katy_Back_0071.png,Katy_Back_0071.png,4597.0,259.3797256769669,76.50543893833655,0.7887783115991764,255.0,0.9839469178082192,4672.0,94.22521173953659,62.25581778943265,0.7506386582272683,Katy
liberica_bean_datasets/Katy\Katy_Back_0072.png,Katy_Back_0072.png,5443.0,280.208152801713,83.24808010995503,0.801620029455081,255.0,0.9853367125271543,5524.0,98.62592046933874,70.43910684188475,0.6999367747301621,Katy
liberica_bean_datasets/Katy\Katy_Back_0073.png,Katy_Back_0073.png,5443.0,280.208152801713,83.24808010995503,0.801620029455081,255.0,0.9853367125271543,5524.0,98.62592046933874,70.43910684188475,0.6999367747301621,Katy
liberica_bean_datasets/Katy\Katy_Back_0074.png,Katy_Back_0074.png,4870.0,271.1370849898476,78.7443749283734,0.7934180514825676,255.0,0.9802737520128825,4968.0,101.0240185716411,61.51013277566852,0.7932727649020979,Katy
liberica_bean_datasets/Katy\Katy_Back_0075.png,Katy_Back_0075.png,4404.0,251.27922061357856,74.88222055343749,0.76993006993007,255.0,0.9865591397849462,4464.0,89.30182378219887,62.99299450079867,0.7088151582202892,Katy
liberica_bean_datasets/Katy\Katy_Back_0076.png,Katy_Back_0076.png,5190.0,272.45079348883235,81.29030223326454,0.7972350230414746,255.0,0.9850066426266844,5269.0,93.72613165431567,70.67296837789826,0.6568319777392878,Katy
liberica_bean_datasets/Katy\Katy_Back_0077.png,Katy_Back_0077.png,5110.0,277.03657992645924,80.6613542757415,0.7952069716775599,255.0,0.9855351976856316,5185.0,101.96848538764193,63.8776150274236,0.7794658844393002,Katy
liberica_bean_datasets/Katy\Katy_Back_0078.png,Katy_Back_0078.png,3850.0,242.99494936611666,70.01408606295148,0.8047658862876255,255.0,0.9828950727597652,3917.0,93.05591834914604,52.78857614081482,0.8235263564975153,Katy
liberica_bean_datasets/Katy\Katy_Back_0079.png,Katy_Back_0079.png,5424.0,277.1787155501902,83.1026551359433,0.773972602739726,255.0,0.9874385581649372,5493.0,95.85649847260359,72.1182553286033,0.65875622609562,Katy
liberica_bean_datasets/Katy\Katy_Back_0080.png,Katy_Back_0080.png,5277.0,276.45079348883235,81.96880551507051,0.7935338345864662,255.0,0.9843312814773363,5361.0,96.70467109834286,69.60880857912294,0.6941730722920404,Katy
liberica_bean_datasets/Katy\Katy_Back_0081.png,Katy_Back_0081.png,4317.0,249.6223663640862,74.13889070266494,0.7786796536796536,255.0,0.9815825375170532,4398.0,83.90787018962641,65.55804712652697,0.6241433228631293,Katy
liberica_bean_datasets/Katy\Katy_Back_0082.png,Katy_Back_0082.png,4496.0,274.3086578651014,75.66032641437184,0.7854647099930119,255.0,0.9801613254850665,4587.0,108.72273144133656,52.96145217222116,0.873332814889633,Katy
liberica_bean_datasets/Katy\Katy_Back_0083.png,Katy_Back_0083.png,4995.0,270.79393923934003,79.74855187369948,0.7883522727272727,255.0,0.9826873893370057,5083.0,97.83318622855064,65.16840091738051,0.7458467863253928,Katy
liberica_bean_datasets/Katy\Katy_Back_0084.png,Katy_Back_0084.png,3370.0,217.58073580374355,65.50433012982805,0.7989568515884305,255.0,0.9825072886297376,3430.0,74.53934362258958,57.64095529782354,0.6340455278961343,Katy
liberica_bean_datasets/Katy\Katy_Back_0085.png,Katy_Back_0085.png,4566.0,273.48023074035524,76.24704427884896,0.7976939203354297,255.0,0.9844760672703752,4638.0,108.84969727723777,53.47532932303042,0.8710035135130894,Katy
liberica_bean_datasets/Katy\Katy_Back_0086.png,Katy_Back_0086.png,2810.0,202.75230867899737,59.814739995303896,0.776028721347694,255.0,0.9814879497031086,2863.0,73.29493379368377,49.001706718254596,0.7436625500814619,Katy
liberica_bean_datasets/Katy\Katy_Back_0087.png,Katy_Back_0087.png,4077.0,244.3086578651014,72.04857822251081,0.7852465331278891,255.0,0.9814636494944632,4154.0,88.44526454471675,58.781900403035124,0.7471874881565634,Katy
liberica_bean_datasets/Katy\Katy_Back_0088.png,Katy_Back_0088.png,5583.0,285.27922061357856,84.31189938707593,0.7896746817538897,255.0,0.9848297759745986,5669.0,101.97849568333442,69.98457495377035,0.7273488000161189,Katy
liberica_bean_datasets/Katy\Katy_Back_0089.png,Katy_Back_0089.png,3888.0,238.8944443027283,70.35876171402047,0.7752741774675972,255.0,0.9813225643614336,3962.0,84.70799042545248,58.520148752831616,0.7230022506771916,Katy
liberica_bean_datasets/Katy\Katy_Back_0090.png,Katy_Back_0090.png,3492.0,242.65180361560903,66.67947577939698,0.766798418972332,255.0,0.9817261737419174,3557.0,97.25850550871645,45.93641999997333,0.881431100346614,Katy
liberica_bean_datasets/Katy\Katy_Back_0091.png,Katy_Back_0091.png,4507.0,257.62236636408613,75.75282587548388,0.7733356211393274,255.0,0.9832024432809773,4584.0,94.79629951045445,60.595945114437846,0.7690216894223535,Katy
liberica_bean_datasets/Katy\Katy_Back_0092.png,Katy_Back_0092.png,5124.0,271.7228714274745,80.77177370358395,0.8172248803827751,255.0,0.984816452046896,5203.0,96.6815538885453,67.61495669388856,0.7147721854860508,Katy
liberica_bean_datasets/Katy\Katy_Back_0093.png,Katy_Back_0093.png,4598.0,257.03657992645924,76.51375972132253,0.777345731191885,255.0,0.983950353092232,4673.0,90.31838431279903,64.90759288036324,0.6953686980779996,Katy
liberica_bean_datasets/Katy\Katy_Back_0094.png,Katy_Back_0094.png,3737.0,232.3086578651014,68.97895460700533,0.7724266225713105,255.0,0.9818707304256438,3806.0,82.81723547754176,57.5111919181998,0.7195553814226799,Katy
liberica_bean_datasets/Katy\Katy_Back_0095.png,Katy_Back_0095.png,3519.0,226.16652224137044,66.93676088610083,0.7954339963833634,255.0,0.9815899581589959,3585.0,80.87485443425712,55.45942286968686,0.7278430886870964,Katy
liberica_bean_datasets/Katy\Katy_Back_0096.png,Katy_Back_0096.png,3516.0,224.99494936611666,66.90822250881301,0.794755877034358,255.0,0.9854260089686099,3568.0,81.53607499415777,55.06397249557091,0.7375132745107297,Katy
liberica_bean_datasets/Katy\Katy_Back_0097.png,Katy_Back_0097.png,4449.0,251.6223663640862,75.26382088710844,0.7748171368861024,255.0,0.9842920353982301,4520.0,85.57427009073788,66.35631340546745,0.6314413299210571,Katy
liberica_bean_datasets/Katy\Katy_Back_0098.png,Katy_Back_0098.png,3896.0,236.3086578651014,70.43111007422922,0.7788884446221511,255.0,0.98334174659263,3962.0,82.10934898765836,60.514694023693146,0.6758913642440857,Katy
liberica_bean_datasets/Katy\Katy_Back_0099.png,Katy_Back_0099.png,3990.0,240.16652224137047,71.27570261662314,0.8189655172413793,255.0,0.9830007390983001,4059.0,86.33634978004469,58.93968076685342,0.7307219963367048,Katy
liberica_bean_datasets/Katy\Katy_Back_0100.png,Katy_Back_0100.png,4584.0,255.96551211459382,76.3971862902423,0.7955570982297814,255.0,0.9815845824411135,4670.0,87.24539331242742,67.0060925334302,0.6404274310156164,Katy
liberica_bean_datasets/Katy\Katy_Back_0101.png,Katy_Back_0101.png,4472.0,262.5512985522207,75.45811582630226,0.7948809100604337,255.0,0.9824253075571178,4552.0,98.38838914952377,57.97402176588128,0.8079606713509754,Katy
liberica_bean_datasets/Katy\Katy_Back_0102.png,Katy_Back_0102.png,4571.0,256.79393923934,76.2887800333996,0.7848557692307693,255.0,0.9849170437405732,4641.0,91.12085066746377,63.93469908688546,0.7125244295252856,Katy
liberica_bean_datasets/Katy\Katy_Back_0103.png,Katy_Back_0103.png,4628.0,261.9655121145938,76.76296381090515,0.7898958866700803,255.0,0.9807162534435262,4719.0,93.04744884262887,63.54924267550793,0.7304401285746717,Katy
liberica_bean_datasets/Katy\Katy_Back_0104.png,Katy_Back_0104.png,4413.0,259.86500705120545,74.95869603265703,0.761518550474547,255.0,0.980231008440693,4502.0,95.1644995490252,59.332941184389824,0.7818411509572363,Katy
liberica_bean_datasets/Katy\Katy_Back_0105.png,Katy_Back_0105.png,5248.0,280.2081528017131,81.74326351920466,0.780952380952381,254.9514100609756,0.9792871804441127,5359.0,96.51480169090368,69.43421414326733,0.6945802964157939,Katy
liberica_bean_datasets/Katy\Katy_Back_0106.png,Katy_Back_0106.png,4630.0,261.58073580374355,76.77954865798446,0.8340839488380472,255.0,0.9842687074829932,4704.0,93.0914923122248,63.71904084199771,0.7290338955946494,Katy
liberica_bean_datasets/Katy\Katy_Back_0107.png,Katy_Back_0107.png,4388.0,251.7228714274745,74.74607094889934,0.7880747126436781,254.94188696444849,0.981216457960644,4472.0,87.88305617833154,63.84739565772727,0.687162189704507,Katy
liberica_bean_datasets/Katy\Katy_Back_0108.png,Katy_Back_0108.png,4755.0,261.03657992645924,77.8090870992309,0.783102766798419,255.0,0.9828441504754031,4838.0,91.69128942583983,66.11707371385288,0.6928481943341502,Katy
liberica_bean_datasets/Katy\Katy_Back_0109.png,Katy_Back_0109.png,3431.0,222.65180361560903,66.09451473447962,0.7651650312221231,255.0,0.9797258709308966,3502.0,76.0402700562988,57.72919108334627,0.6508663306705784,Katy
liberica_bean_datasets/Katy\Katy_Back_0110.png,Katy_Back_0110.png,4637.0,259.7228714274745,76.83756743245422,0.8140800561797753,255.0,0.9838743899851474,4713.0,91.3705518856024,64.78189405001918,0.7052065788454285,Katy
liberica_bean_datasets/Katy\Katy_Back_0111.png,Katy_Back_0111.png,4488.0,260.45079348883235,75.59298298632889,0.7578520770010132,255.0,0.9773519163763066,4592.0,92.5416486784569,62.187677293391445,0.74055419191364,Katy
liberica_bean_datasets/Katy\Katy_Back_0112.png,Katy_Back_0112.png,4132.0,259.62236636408613,72.53292906567121,0.7530526699471478,254.8148596321394,0.9704086425551902,4258.0,91.04668158034043,58.14278126231366,0.7695354728355164,Katy
liberica_bean_datasets/Katy\Katy_Back_0113.png,Katy_Back_0113.png,4575.0,256.2081528017131,76.32215220473915,0.7855425824175825,255.0,0.9847180370210934,4646.0,90.8429870735944,64.16641684536029,0.7078685428802126,Katy
liberica_bean_datasets/Katy\Katy_Back_0114.png,Katy_Back_0114.png,4802.0,269.9655121145938,78.19268695868081,0.7872131147540984,254.94689712619743,0.9820040899795501,4890.0,100.70883892520717,60.7743749964631,0.7973886188101134,Katy
liberica_bean_datasets/Katy\Katy_Back_0115.png,Katy_Back_0115.png,4409.0,260.2081528017131,74.92471656761427,0.775686136523575,255.0,0.9799955545676817,4499.0,97.439412705115,57.775781107703146,0.8052462219966917,Katy
liberica_bean_datasets/Katy\Katy_Back_0116.png,Katy_Back_0116.png,3343.0,225.58073580374355,65.24139635269657,0.7745597775718258,255.0,0.9786299765807962,3416.0,83.61763620070836,51.14713413440657,0.7911062278284847,Katy
liberica_bean_datasets/Katy\Katy_Back_0117.png,Katy_Back_0117.png,3577.0,227.92388155425118,67.48613080861635,0.8129545454545455,255.0,0.9821526633717738,3642.0,82.15995244959986,55.55119099846386,0.7367780738122057,Katy
liberica_bean_datasets/Katy\Katy_Back_0118.png,Katy_Back_0118.png,6644.0,312.35028842544403,91.97501582071308,0.7916120576671035,255.0,0.9844421395762335,6749.0,111.33902797490185,76.13320443103409,0.7296730463231496,Katy
liberica_bean_datasets/Katy\Katy_Back_0119.png,Katy_Back_0119.png,4163.0,244.3086578651014,72.80450689849141,0.799347158218126,255.0,0.9834632648240019,4233.0,85.10719108759885,62.33485171377133,0.6808449746885258,Katy
